trial_type,trial_num,location,verb_0,generalAmount_0,amount_0,verb_1,generalAmount_1,amount_1,object_0,number_0,price_0,objectID_0_0,number_1,price_1,store_0,object_1,objectID_1_0,store_1,workerid
simple,17,living room,costs,high,$600,weighs,low,2.5 pounds,laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,18,bathroom,costs,low,$18,weighs,low,2.5 pounds,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,19,bedroom,costs,medium,$50,weighs,medium,14 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,20,living room,costs,high,$1000,weighs,medium,16 pounds,ottoman,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,21,basement,costs,low,$18,weighs,low,2.5 pounds,wrench,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,22,kitchen,costs,low,$5,weighs,low,4.5 pounds,pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,23,study,costs,medium,$60,weighs,low,1.5 pounds,mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,24,bathroom,costs,medium,$80,weighs,medium,11 pounds,trashcan,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
complex,25,same,NA,NA,NA,NA,NA,NA,ammo,2,$30,magazine,2,$200,gun,targets,shotgun,NA,6bd99aaf7e83fab4722b2e64e63a641c
complex,26,same,NA,NA,NA,NA,NA,NA,sneakers,1,$50,NA,3,$30,shoe,"socks,shoelaces",pair of sandals,NA,6bd99aaf7e83fab4722b2e64e63a641c
complex,27,same,NA,NA,NA,NA,NA,NA,sunglasses,2,$100,hat,2,$30,clothing,mittens,socks,NA,6bd99aaf7e83fab4722b2e64e63a641c
complex,28,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$2000,clothing,suit,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
complex,29,different,NA,NA,NA,NA,NA,NA,"purse,tags",3,$100,suitcase,2,$30,luggage,pan,spatula,kitchen,6bd99aaf7e83fab4722b2e64e63a641c
complex,30,same,NA,NA,NA,NA,NA,NA,whiskey,2,$100,bottle of wine,1,$10,liquor,gin,NA,NA,6bd99aaf7e83fab4722b2e64e63a641c
simple,1,living room,costs,medium,$60,weighs,low,3 pounds,vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,2,basement,costs,low,$20,weighs,high,90 pounds,sandbag,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,3,bathroom,costs,high,$400,weighs,medium,12 pounds,scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,4,bathroom,costs,low,$8,NA,NA,NA,shampoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,5,basement,costs,low,$3,weighs,medium,15 pounds,dumbbell,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,6,basement,costs,medium,$60,weighs,high,45 pounds,lawnmower,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,7,basement,costs,medium,$70,NA,NA,NA,skates,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,8,kitchen,costs,medium,$100,weighs,medium,14 pounds,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,9,basement,costs,low,$8,NA,NA,NA,trashcan,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,10,study,costs,low,$10,weighs,medium,19 pounds,bookend,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,11,bathroom,costs,high,$750,weighs,high,60 pounds,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,12,study,costs,low,$18,weighs,low,2 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,13,bedroom,costs,high,$1000,NA,NA,NA,mattress,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,14,bedroom,costs,high,$300,weighs,medium,16 pounds,comforter,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,15,study,costs,medium,$60,weighs,medium,17 pounds,globe,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,16,living room,costs,medium,$40,NA,NA,NA,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,17,basement,costs,high,$500,weighs,high,70 pounds,tire,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,18,study,costs,high,$750,weighs,high,65 pounds,statue,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,19,bedroom,costs,low,$8,weighs,high,50 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,20,kitchen,costs,low,$8,weighs,low,3.5 pounds,canister,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,21,basement,costs,high,$750,NA,NA,NA,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,22,study,costs,low,$10,weighs,high,40 pounds,picture,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,23,living room,costs,low,$13,weighs,medium,13 pounds,drapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
simple,24,kitchen,costs,low,$20,NA,NA,NA,pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,a11a3a0e69391497bd78799941be3708
complex,25,different,NA,NA,NA,NA,NA,NA,"backpack,fob.",3,$100,suitcase,2,$30,luggage,knife,spatula,kitchen,a11a3a0e69391497bd78799941be3708
complex,26,same,NA,NA,NA,NA,NA,NA,hat,2,$30,magazine,2,$200,hunting,bullets,shotgun,NA,a11a3a0e69391497bd78799941be3708
complex,27,same,NA,NA,NA,NA,NA,NA,boots,1,$50,NA,1,$30,shoe,NA,pair of sandals,NA,a11a3a0e69391497bd78799941be3708
complex,28,same,NA,NA,NA,NA,NA,NA,shirt,2,$10,socks,1,$20,thrift,jeans,NA,NA,a11a3a0e69391497bd78799941be3708
complex,29,same,NA,NA,NA,NA,NA,NA,chair,2,$100,table,1,$10,furniture,vase,NA,NA,a11a3a0e69391497bd78799941be3708
complex,30,different,NA,NA,NA,NA,NA,NA,costume,2,$100,hat,2,$30,costume,shoes,socks,shoe,a11a3a0e69391497bd78799941be3708
simple,1,basement,costs,low,$5,weighs,low,4.5 pounds,hammer,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,2,study,costs,low,$8,weighs,medium,14 pounds,encyclopedia,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,3,living room,costs,medium,$70,weighs,high,45 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,4,bathroom,costs,high,$600,weighs,medium,17 pounds,vanity,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,5,kitchen,costs,low,$10,weighs,low,2 pounds,canister,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,6,kitchen,costs,high,$1000,weighs,high,65 pounds,pantry,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,7,study,costs,high,$750,weighs,high,65 pounds,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,8,basement,costs,medium,$70,weighs,low,3.5 pounds,mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,9,bedroom,costs,low,$3,weighs,high,55 pounds,drapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,10,living room,costs,high,$600,weighs,medium,10 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,11,living room,costs,low,$20,weighs,high,55 pounds,ottoman,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,12,bedroom,costs,high,$300,weighs,high,90 pounds,dresser,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,13,bedroom,costs,high,$300,weighs,low,4.5 pounds,painting,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,14,living room,costs,high,$300,weighs,low,5 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,15,living room,costs,medium,$40,NA,NA,NA,rug,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,16,living room,costs,high,$400,NA,NA,NA,couch,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,17,bathroom,costs,medium,$50,NA,NA,NA,scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,18,kitchen,costs,low,$10,weighs,medium,17 pounds,mixer,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,19,kitchen,costs,medium,$70,weighs,medium,16 pounds,juicer,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,20,basement,costs,low,$20,NA,NA,NA,stool,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,21,living room,costs,high,$400,weighs,high,40 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,22,bedroom,costs,high,$250,weighs,medium,15 pounds,rug,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,23,basement,costs,high,$500,NA,NA,NA,lawnmower,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
simple,24,basement,costs,high,$750,weighs,high,40 pounds,toolbox,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa75a54fcd386de645f3d4380751999f
complex,25,same,NA,NA,NA,NA,NA,NA,tie,2,$10,socks,1,$20,department,shirt,NA,NA,fa75a54fcd386de645f3d4380751999f
complex,26,same,NA,NA,NA,NA,NA,NA,chair,2,$100,table,1,$10,furniture,rug,NA,NA,fa75a54fcd386de645f3d4380751999f
complex,27,same,NA,NA,NA,NA,NA,NA,pants,1,$50,NA,3,$30,clothing,"hat,shirt",pair of sandals,NA,fa75a54fcd386de645f3d4380751999f
complex,28,different,NA,NA,NA,NA,NA,NA,"map,scarf",3,$100,suitcase,2,$30,department,pan,spatula,grocery,fa75a54fcd386de645f3d4380751999f
complex,29,same,NA,NA,NA,NA,NA,NA,mittens,2,$100,hat,2,$30,clothing,gloves,socks,NA,fa75a54fcd386de645f3d4380751999f
complex,30,different,NA,NA,NA,NA,NA,NA,book,2,$30,magazine,2,$200,book,bullets,shotgun,gun,fa75a54fcd386de645f3d4380751999f
simple,1,study,costs,high,$250,weighs,medium,11 pounds,TV,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,2,bathroom,costs,medium,$50,weighs,medium,12 pounds,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,3,kitchen,costs,low,$10,NA,NA,NA,bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,4,kitchen,costs,medium,$50,weighs,low,2 pounds,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,5,basement,costs,medium,$50,weighs,high,45 pounds,bench,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,6,living room,costs,high,$1000,weighs,low,2 pounds,Vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,7,basement,costs,medium,$60,NA,NA,NA,iron,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,8,kitchen,costs,high,$250,weighs,high,85 pounds,Table,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,9,study,costs,medium,$70,weighs,high,90 pounds,Chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,10,bathroom,costs,high,$500,weighs,low,2 pounds,scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,11,kitchen,costs,medium,$80,weighs,medium,12 pounds,pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,12,bathroom,costs,low,$8,NA,NA,NA,toothbrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,13,kitchen,costs,high,$250,NA,NA,NA,grill,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,14,study,costs,high,$300,weighs,high,50 pounds,computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,15,study,costs,medium,$60,weighs,low,1.5 pounds,mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,16,bathroom,costs,high,$300,NA,NA,NA,sink,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,17,bedroom,costs,high,$300,weighs,high,90 pounds,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,18,living room,costs,medium,$60,NA,NA,NA,clock,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,19,basement,costs,low,$13,NA,NA,NA,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,20,study,costs,medium,$90,NA,NA,NA,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,21,bedroom,costs,low,$10,weighs,medium,15 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,22,living room,costs,medium,$80,weighs,low,3.5 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,23,bathroom,costs,low,$5,weighs,medium,11 pounds,rod,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,24,bathroom,costs,low,$18,weighs,high,45 pounds,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb958f2114587113c4bd52982de65c5a
complex,25,different,NA,NA,NA,NA,NA,NA,"keychain,sweatshirt",3,$100,suitcase,2,$30,travel,utensils,spatula,dollar,eb958f2114587113c4bd52982de65c5a
complex,26,same,NA,NA,NA,NA,NA,NA,pants,1,$50,NA,1,$30,clothing,NA,pair of sandals,NA,eb958f2114587113c4bd52982de65c5a
complex,27,same,NA,NA,NA,NA,NA,NA,Jeans,2,$100,hat,2,$30,clothing,sweatshirt,socks,NA,eb958f2114587113c4bd52982de65c5a
complex,28,same,NA,NA,NA,NA,NA,NA,case,2,$30,magazine,2,$200,gun,bullets,shotgun,NA,eb958f2114587113c4bd52982de65c5a
complex,29,same,NA,NA,NA,NA,NA,NA,shirt,2,$10,socks,1,$20,dollar,sweatshirt,NA,NA,eb958f2114587113c4bd52982de65c5a
complex,30,same,NA,NA,NA,NA,NA,NA,cups,2,$100,bottle of wine,1,$10,convenience,pizza,NA,NA,eb958f2114587113c4bd52982de65c5a
simple,1,bedroom,costs,medium,$50,weighs,medium,16 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,2,living room,costs,medium,$80,weighs,low,4 pounds,tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,3,study,costs,high,$250,weighs,low,3 pounds,tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,4,bedroom,costs,low,$3,weighs,low,4 pounds,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,5,bathroom,costs,medium,$50,NA,NA,NA,trimmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,6,living room,costs,high,$300,weighs,low,1.5 pounds,camera,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,7,living room,costs,low,$10,weighs,high,65 pounds,fan,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,8,kitchen,costs,low,$3,NA,NA,NA,milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,9,living room,costs,high,$400,weighs,high,65 pounds,TV,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,10,bathroom,costs,high,$1000,weighs,medium,11 pounds,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,11,kitchen,costs,low,$10,weighs,low,4 pounds,pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,12,living room,costs,low,$10,NA,NA,NA,blanket,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,13,living room,costs,high,$750,NA,NA,NA,couch,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,14,basement,costs,low,$5,weighs,medium,18 pounds,sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,15,living room,costs,medium,$80,weighs,high,45 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,16,basement,costs,medium,$50,weighs,low,2.5 pounds,phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,17,kitchen,costs,low,$8,weighs,high,40 pounds,rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,18,study,costs,low,$3,weighs,low,2 pounds,cup,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,19,bedroom,costs,low,$8,NA,NA,NA,charger,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,20,bathroom,costs,high,$400,weighs,high,55 pounds,sink,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,21,bedroom,costs,medium,$90,weighs,high,50 pounds,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,22,kitchen,costs,medium,$70,weighs,medium,16 pounds,crockpot,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,23,basement,costs,medium,$40,NA,NA,NA,shoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
simple,24,kitchen,costs,high,$1000,weighs,high,70 pounds,oven,NA,NA,NA,NA,NA,NA,NA,NA,NA,281d63d691e83e71996e5bfdd245c3a4
complex,25,different,NA,NA,NA,NA,NA,NA,jacket,2,$100,hat,2,$30,clothing,shoes,socks,shoe,281d63d691e83e71996e5bfdd245c3a4
complex,26,same,NA,NA,NA,NA,NA,NA,rum,2,$100,bottle of wine,1,$10,liquor,beer,NA,NA,281d63d691e83e71996e5bfdd245c3a4
complex,27,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$2000,clothing,ring,NA,NA,281d63d691e83e71996e5bfdd245c3a4
complex,28,different,NA,NA,NA,NA,NA,NA,"backpack,tag",3,$100,suitcase,2,$30,luggage,pan,spatula,kitchen,281d63d691e83e71996e5bfdd245c3a4
complex,29,same,NA,NA,NA,NA,NA,NA,sneakers,1,$50,NA,3,$30,shoe,"socks,shoestring",pair of sandals,NA,281d63d691e83e71996e5bfdd245c3a4
complex,30,same,NA,NA,NA,NA,NA,NA,shells,2,$30,magazine,2,$200,gun,ammo,shotgun,NA,281d63d691e83e71996e5bfdd245c3a4
simple,1,kitchen,costs,high,$750,weighs,medium,11 pounds,Oven,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,2,bathroom,costs,medium,$70,weighs,high,65 pounds,Toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,3,kitchen,costs,medium,$100,weighs,medium,10 pounds,Crockpot,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,4,living room,costs,medium,$90,weighs,low,2 pounds,Vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,5,basement,costs,medium,$80,weighs,low,3 pounds,Clubs,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,6,study,costs,low,$13,weighs,low,5 pounds,Textbook,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,7,basement,costs,high,$1000,weighs,low,3 pounds,Jewelry,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,8,bathroom,costs,low,$18,NA,NA,NA,Mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,9,kitchen,costs,low,$10,weighs,medium,19 pounds,Griddle,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,10,kitchen,costs,medium,$80,weighs,low,1.5 pounds,Opener,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,11,basement,costs,low,$13,weighs,high,65 pounds,Ottoman,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,12,bathroom,costs,high,$600,weighs,high,90 pounds,Toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,13,study,costs,medium,$60,NA,NA,NA,Monitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,14,bedroom,costs,low,$3,NA,NA,NA,Paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,15,bedroom,costs,low,$13,weighs,medium,18 pounds,Table,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,16,bedroom,costs,high,$300,NA,NA,NA,Phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,17,living room,costs,high,$750,NA,NA,NA,Television,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,18,study,costs,high,$500,weighs,low,3.5 pounds,Tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,19,living room,costs,low,$20,weighs,low,2.5 pounds,Cushion,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,20,kitchen,costs,low,$20,weighs,high,50 pounds,Toaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,21,bathroom,costs,low,$3,weighs,medium,19 pounds,Lid,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,22,bathroom,costs,high,$750,weighs,medium,14 pounds,Shower,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,23,bedroom,costs,low,$20,weighs,low,2 pounds,Book,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,24,study,costs,low,$3,weighs,high,50 pounds,Paperweight,NA,NA,NA,NA,NA,NA,NA,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,25,same,NA,NA,NA,NA,NA,NA,Shirt,2,$10,socks,1,$20,Department,Shirt,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,26,different,NA,NA,NA,NA,NA,NA,Magazine,2,$30,magazine,2,$200,merchandiser,Ammo,shotgun,Ammunition,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,27,different,NA,NA,NA,NA,NA,NA,Jeans,2,$100,hat,2,$30,Clothing,Shirt,socks,Clothing,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,28,same,NA,NA,NA,NA,NA,NA,Shoes,1,$50,NA,3,$30,Clothing,"Socks,shoes",pair of sandals,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,29,same,NA,NA,NA,NA,NA,NA,Candles,2,$100,table,1,$10,Department,Vase,NA,NA,b68cfd76ec5fd89c82e4f8a756bcdb8d
complex,30,different,NA,NA,NA,NA,NA,NA,"Backpack,clothing",3,$100,suitcase,2,$30,Travel,Pan,spatula,Cooking,b68cfd76ec5fd89c82e4f8a756bcdb8d
simple,1,kitchen,costs,low,$13,NA,NA,NA,pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
simple,2,bathroom,costs,low,$10,weighs,high,65 pounds,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
simple,3,study,costs,high,$750,NA,NA,NA,computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
simple,4,bedroom,costs,medium,$80,weighs,medium,17 pounds,dresser,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
simple,5,basement,costs,medium,$100,weighs,low,2.5 pounds,Meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
simple,6,living room,costs,high,$600,weighs,low,2.5 pounds,Playstation,NA,NA,NA,NA,NA,NA,NA,NA,NA,288d1f5467e1b424bf2b9a348655263e
